Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Heart_Rate_Reserve,Water_Intake_Per_Hour,Calories_Per_Hour,BMI_Category
56,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2,1,27.12,137,1.3103448275862069,639.3103448275863,Overweight
44,Male,124.8,1.85,175,126,69,1.35,842.0,Strength,24.4,3.5,4,2,36.46,106,2.5925925925925926,623.7037037037037,Obesity
27,Female,53.0,1.58,166,142,62,1.26,895.0,Cardio,34.5,1.8,4,2,21.23,104,1.4285714285714286,710.3174603174604,Healthy Weight
43,Male,61.2,1.88,175,163,68,1.03,831.0,Yoga,24.7,2.9,3,1,17.32,107,2.815533980582524,806.7961165048544,Underweight
36,Female,48.7,1.68,194,144,56,1.23,886.0,Yoga,33.7,1.6,3,1,17.25,138,1.3008130081300815,720.3252032520326,Underweight
56,Female,50.6,1.7,175,146,58,1.29,848.0,Strength,33.1,2.3,2,1,17.51,117,1.7829457364341084,657.3643410852713,Underweight
20,Female,72.6,1.73,199,160,68,1.27,1016.0,HIIT,34.8,2.5,3,2,24.26,131,1.968503937007874,800.0,Healthy Weight
30,Female,70.4,1.56,171,125,62,1.03,644.0,Yoga,34.3,2.4,4,2,28.93,109,2.3300970873786406,625.2427184466019,Overweight
45,Male,52.5,1.88,194,153,71,1.08,818.0,Strength,29.0,2.9,4,2,14.85,123,2.685185185185185,757.4074074074074,Underweight
37,Male,76.3,1.77,180,128,57,1.36,957.0,HIIT,27.3,2.1,4,2,24.35,123,1.5441176470588236,703.6764705882352,Healthy Weight
45,Female,41.2,1.58,195,168,71,1.47,1111.0,HIIT,28.7,2.6,2,1,16.5,124,1.7687074829931975,755.7823129251701,Underweight
25,Female,55.3,1.76,176,152,67,1.56,1186.0,Yoga,15.5,2.7,4,3,17.85,109,1.7307692307692308,760.2564102564103,Underweight
58,Female,49.7,1.67,191,125,72,1.38,776.0,Strength,31.9,2.3,4,2,17.82,119,1.6666666666666667,562.3188405797102,Underweight
56,Male,48.3,1.87,165,156,51,0.68,525.0,HIIT,29.8,3.3,3,1,13.81,114,4.852941176470588,772.0588235294117,Underweight
18,Male,83.2,1.96,183,150,67,1.83,1510.0,HIIT,13.6,3.5,4,3,21.66,116,1.9125683060109289,825.1366120218579,Healthy Weight
20,Male,120.5,1.73,186,153,67,1.01,850.0,Cardio,29.3,3.4,3,2,40.26,119,3.366336633663366,841.5841584158416,Obesity
30,Male,121.6,2.0,179,160,60,1.24,1091.0,Cardio,28.0,3.3,4,2,30.4,119,2.661290322580645,879.8387096774194,Obesity
45,Female,73.0,1.75,184,148,50,1.14,759.0,Yoga,26.6,2.0,4,2,23.84,134,1.7543859649122808,665.7894736842106,Healthy Weight
42,Female,57.5,1.67,161,133,63,1.76,1053.0,Cardio,16.2,2.7,5,3,20.62,98,1.5340909090909092,598.2954545454545,Healthy Weight
50,Female,42.7,1.53,168,155,65,1.41,983.0,Strength,28.4,2.4,4,2,18.24,103,1.702127659574468,697.1631205673759,Underweight
55,Male,129.9,1.73,187,155,60,0.69,529.0,Yoga,21.7,3.1,3,1,43.4,127,4.492753623188406,766.6666666666667,Obesity
23,Male,108.6,1.92,197,134,50,0.89,656.0,Yoga,25.8,3.5,2,1,29.46,147,3.932584269662921,737.0786516853932,Overweight
49,Male,88.6,2.0,162,127,56,1.83,1150.0,Cardio,14.9,3.5,4,3,22.15,106,1.9125683060109289,628.4153005464481,Healthy Weight
38,Female,49.7,1.51,179,145,65,1.25,906.0,HIIT,32.6,2.5,3,1,21.8,114,2.0,724.8,Healthy Weight
33,Female,56.4,1.54,165,155,63,1.06,822.0,Strength,29.2,1.5,3,1,23.78,102,1.4150943396226414,775.4716981132075,Healthy Weight
38,Male,46.9,1.74,198,167,64,1.03,946.0,Strength,20.0,2.6,4,2,15.49,134,2.5242718446601944,918.4466019417475,Underweight
28,Female,71.3,1.67,192,140,63,1.46,1022.0,Strength,28.1,1.5,4,2,25.57,129,1.0273972602739727,700.0,Overweight
54,Male,71.6,1.86,160,147,70,1.14,830.0,Yoga,25.3,2.2,3,2,20.7,90,1.929824561403509,728.0701754385966,Healthy Weight
53,Male,82.3,1.61,196,123,60,1.87,1139.0,Strength,11.6,3.5,5,3,31.75,136,1.8716577540106951,609.090909090909,Obesity
52,Female,70.6,1.69,165,135,65,1.36,826.0,HIIT,26.1,2.2,3,1,24.72,100,1.6176470588235294,607.3529411764705,Healthy Weight
36,Male,109.8,1.62,193,141,68,0.84,651.0,HIIT,24.4,3.5,3,1,41.84,125,4.166666666666667,775.0,Obesity
37,Female,73.5,1.69,174,131,66,0.54,354.0,Cardio,27.5,1.6,2,1,25.73,108,2.962962962962963,655.5555555555555,Overweight
35,Male,85.6,1.85,185,135,55,1.78,1322.0,Strength,14.5,3.5,5,3,25.01,130,1.9662921348314606,742.6966292134831,Overweight
58,Female,74.6,1.68,173,159,60,1.03,737.0,Yoga,26.0,2.0,4,2,26.43,113,1.941747572815534,715.5339805825242,Overweight
31,Female,63.2,1.8,166,157,66,0.59,463.0,Cardio,25.5,2.6,2,1,19.51,100,4.40677966101695,784.7457627118645,Healthy Weight
32,Female,62.6,1.63,190,161,58,1.67,1344.0,HIIT,15.0,2.7,5,3,23.56,132,1.6167664670658684,804.7904191616767,Healthy Weight
48,Male,87.1,1.76,183,156,67,1.81,1398.0,Strength,11.6,3.5,5,3,28.12,116,1.9337016574585635,772.3756906077348,Overweight
18,Male,82.3,1.84,190,148,66,1.73,1408.0,HIIT,13.3,3.5,5,3,24.31,124,2.023121387283237,813.8728323699422,Healthy Weight
20,Female,64.3,1.78,188,137,61,1.71,1171.0,Cardio,18.7,2.7,4,3,20.29,127,1.5789473684210529,684.7953216374269,Healthy Weight
33,Female,53.7,1.66,191,129,72,1.25,806.0,HIIT,29.5,2.5,3,1,19.49,119,2.0,644.8,Healthy Weight
40,Male,63.0,2.0,176,161,71,1.42,1257.0,Strength,26.8,2.9,4,2,15.75,105,2.0422535211267605,885.2112676056338,Underweight
28,Male,128.4,1.86,173,158,71,1.06,921.0,Strength,23.6,3.3,4,2,37.11,102,3.113207547169811,868.8679245283018,Obesity
29,Male,88.0,1.89,199,137,54,1.75,1319.0,Cardio,13.3,3.5,5,3,24.64,145,2.0,753.7142857142857,Healthy Weight
27,Female,63.7,1.52,195,120,60,1.19,714.0,Strength,25.4,2.1,4,2,27.57,135,1.7647058823529413,600.0,Overweight
49,Male,83.7,1.87,183,158,53,1.29,1009.0,HIIT,23.9,2.3,4,2,23.94,130,1.7829457364341084,782.1705426356589,Healthy Weight
33,Male,102.6,1.75,186,140,53,1.4,1078.0,HIIT,27.9,2.2,3,2,33.5,133,1.5714285714285716,770.0,Obesity
25,Female,77.7,1.55,184,120,52,0.55,330.0,Yoga,33.0,1.7,2,1,32.34,132,3.0909090909090904,600.0,Obesity
55,Male,87.5,1.88,191,134,73,1.19,789.0,Yoga,27.2,2.6,4,2,24.76,118,2.184873949579832,663.0252100840337,Healthy Weight
29,Male,87.0,1.86,177,123,72,1.52,1028.0,Yoga,11.0,3.5,4,3,25.15,105,2.3026315789473686,676.3157894736842,Overweight
41,Male,82.8,1.66,177,139,74,1.97,1355.0,HIIT,11.2,3.5,5,3,30.05,103,1.7766497461928934,687.8172588832488,Obesity
45,Female,65.4,1.68,196,129,66,0.76,441.0,HIIT,35.0,2.6,3,1,23.17,130,3.4210526315789473,580.2631578947369,Healthy Weight
25,Female,47.2,1.71,185,142,56,0.89,632.0,Cardio,26.0,2.5,2,1,16.14,129,2.8089887640449436,710.1123595505618,Underweight
45,Female,58.2,1.7,168,160,53,0.95,684.0,Yoga,26.8,2.0,3,1,20.14,115,2.1052631578947367,720.0,Healthy Weight
53,Female,73.5,1.55,194,153,72,1.17,806.0,HIIT,26.3,2.1,4,2,30.59,122,1.7948717948717952,688.8888888888889,Obesity
43,Female,55.2,1.73,167,165,62,1.67,1240.0,Cardio,16.6,2.7,5,3,18.44,105,1.6167664670658684,742.5149700598803,Underweight
25,Female,64.4,1.71,179,167,61,1.12,935.0,HIIT,27.1,1.8,3,1,22.02,118,1.607142857142857,834.8214285714284,Healthy Weight
45,Female,73.5,1.74,181,152,50,1.18,807.0,Cardio,30.0,2.3,4,2,24.28,131,1.9491525423728813,683.8983050847457,Healthy Weight
45,Male,89.6,1.81,178,153,70,1.7,1287.0,Yoga,12.4,3.5,5,3,27.35,108,2.058823529411765,757.0588235294118,Overweight
54,Male,86.5,1.76,189,158,68,1.48,1158.0,Yoga,29.0,3.4,3,2,27.92,121,2.2972972972972974,782.4324324324324,Overweight
58,Female,46.1,1.67,187,129,70,1.28,743.0,Yoga,25.3,1.8,4,2,16.53,117,1.40625,580.46875,Underweight
53,Male,68.5,1.97,194,139,69,1.3,894.0,HIIT,23.2,2.1,3,2,17.65,125,1.6153846153846154,687.6923076923076,Underweight
44,Male,94.6,1.84,170,120,67,1.26,748.0,HIIT,26.0,3.1,4,2,27.94,103,2.4603174603174605,593.6507936507936,Overweight
34,Female,54.2,1.52,190,132,60,1.13,746.0,Cardio,31.0,2.2,3,1,23.46,130,1.946902654867257,660.1769911504425,Healthy Weight
26,Male,47.7,1.77,198,120,69,1.15,759.0,Strength,24.8,2.7,3,2,15.23,129,2.347826086956522,660.0,Underweight
50,Male,52.2,1.84,195,124,52,1.38,847.0,Strength,28.2,3.1,4,2,15.42,143,2.246376811594203,613.768115942029,Underweight
37,Male,88.8,1.95,189,135,66,1.58,1173.0,Yoga,10.3,3.5,5,3,23.35,123,2.2151898734177213,742.4050632911392,Healthy Weight
30,Male,101.0,1.68,182,134,61,1.46,1076.0,Strength,28.2,2.9,4,2,35.79,121,1.9863013698630136,736.986301369863,Obesity
45,Male,118.4,1.95,178,168,59,1.06,881.0,Yoga,24.9,2.4,3,2,31.14,119,2.2641509433962264,831.132075471698,Obesity
46,Female,47.9,1.72,171,147,57,1.41,933.0,Cardio,26.3,2.0,3,1,16.19,114,1.4184397163120568,661.7021276595746,Underweight
30,Female,51.5,1.74,174,150,64,1.08,810.0,Strength,33.9,2.0,3,2,17.01,110,1.8518518518518516,750.0,Underweight
52,Female,79.9,1.51,190,142,54,0.75,479.0,Strength,31.5,2.6,3,1,35.04,136,3.466666666666667,638.6666666666666,Obesity
23,Male,121.3,1.85,196,167,53,0.72,661.0,Yoga,21.6,3.6,2,1,35.44,143,5.0,918.0555555555555,Obesity
35,Female,78.9,1.64,196,164,70,1.28,1050.0,Cardio,25.3,2.6,4,2,29.34,126,2.03125,820.3125,Overweight
22,Male,88.5,1.62,174,162,69,1.88,1675.0,Strength,10.7,3.5,5,3,33.72,105,1.8617021276595747,890.9574468085107,Obesity
42,Male,73.5,1.63,188,136,68,0.52,350.0,Strength,26.1,3.2,3,1,27.66,120,6.153846153846154,673.0769230769231,Overweight
19,Male,127.9,1.93,185,168,70,1.27,1173.0,Strength,21.8,3.0,4,2,34.34,115,2.3622047244094486,923.6220472440945,Obesity
27,Male,88.5,1.98,161,153,53,1.8,1515.0,Cardio,11.1,3.5,4,3,22.57,108,1.9444444444444444,841.6666666666666,Healthy Weight
47,Female,43.4,1.62,179,132,64,0.51,303.0,Cardio,25.3,2.3,3,1,16.54,115,4.509803921568627,594.1176470588235,Underweight
22,Female,42.8,1.56,174,133,66,1.47,978.0,Strength,32.2,2.6,3,2,17.59,108,1.7687074829931975,665.3061224489796,Underweight
50,Male,64.5,1.79,163,130,61,1.17,753.0,Yoga,28.1,2.4,4,2,20.13,102,2.0512820512820515,643.5897435897436,Healthy Weight
18,Female,50.7,1.53,181,147,52,1.29,948.0,Yoga,33.0,2.1,3,2,21.66,129,1.627906976744186,734.8837209302326,Healthy Weight
35,Male,59.2,1.66,197,161,59,1.3,1151.0,Strength,21.3,3.2,3,1,21.48,138,2.4615384615384617,885.3846153846154,Healthy Weight
49,Female,78.9,1.73,182,151,64,1.38,938.0,Cardio,34.0,2.3,2,1,26.36,118,1.6666666666666667,679.7101449275362,Overweight
28,Female,78.7,1.63,185,154,59,1.1,847.0,Strength,31.7,1.8,3,2,29.62,126,1.6363636363636362,769.9999999999999,Overweight
38,Male,68.7,1.92,170,150,73,1.31,1081.0,Cardio,29.0,3.0,4,2,18.64,97,2.2900763358778624,825.1908396946565,Healthy Weight
43,Female,53.1,1.59,187,136,72,0.82,502.0,Strength,29.5,2.5,2,1,21.0,115,3.048780487804878,612.1951219512196,Healthy Weight
42,Male,64.8,1.65,161,166,67,1.1,904.0,Cardio,24.4,2.8,3,2,23.8,94,2.545454545454545,821.8181818181818,Healthy Weight
39,Female,50.3,1.61,167,128,50,1.17,749.0,HIIT,32.8,2.5,2,1,19.41,117,2.1367521367521367,640.1709401709402,Healthy Weight
44,Male,102.3,1.63,188,129,52,1.34,856.0,Yoga,20.9,2.6,4,2,38.5,136,1.9402985074626866,638.8059701492537,Obesity
30,Male,62.9,1.92,170,127,70,1.13,789.0,HIIT,25.2,3.6,2,1,17.06,100,3.1858407079646023,698.2300884955753,Underweight
50,Female,56.5,1.6,196,140,61,1.88,1184.0,Yoga,19.2,2.7,5,3,22.07,135,1.4361702127659577,629.7872340425532,Healthy Weight
51,Female,74.6,1.55,177,132,50,0.71,422.0,Cardio,33.3,2.1,2,1,31.05,127,2.9577464788732395,594.3661971830986,Obesity
58,Male,52.0,1.79,173,169,52,1.12,937.0,HIIT,29.6,3.0,3,1,16.23,121,2.6785714285714284,836.6071428571428,Underweight
52,Female,52.1,1.67,169,124,52,1.5,837.0,Yoga,32.0,1.5,2,1,18.68,117,1.0,558.0,Healthy Weight
18,Female,72.2,1.54,194,125,54,0.97,606.0,Strength,27.1,1.7,2,1,30.44,140,1.7525773195876289,624.7422680412371,Obesity
38,Male,85.8,1.8,168,149,68,1.72,1410.0,Cardio,10.1,3.5,4,3,26.48,100,2.0348837209302326,819.7674418604652,Overweight
23,Male,81.4,1.85,194,150,74,1.6,1320.0,Cardio,12.4,3.5,4,3,23.78,120,2.1875,825.0,Healthy Weight
45,Female,50.9,1.65,170,136,50,1.45,887.0,Strength,30.1,2.3,2,1,18.7,120,1.586206896551724,611.7241379310345,Healthy Weight
34,Male,52.0,1.78,171,130,53,1.38,987.0,Strength,22.4,2.7,4,2,16.41,118,1.956521739130435,715.2173913043479,Underweight
22,Male,71.0,1.93,162,139,53,1.42,1086.0,Yoga,21.2,2.9,4,2,19.06,109,2.0422535211267605,764.7887323943662,Healthy Weight
48,Male,80.6,1.77,198,167,66,1.51,1248.0,Cardio,12.9,3.5,4,3,25.73,132,2.3178807947019866,826.4900662251656,Overweight
22,Female,58.3,1.72,173,128,63,1.0,640.0,Yoga,32.6,1.6,3,2,19.71,110,1.6,640.0,Healthy Weight
55,Female,63.0,1.7,187,121,67,1.32,719.0,Strength,34.9,2.5,3,1,21.8,120,1.8939393939393938,544.6969696969696,Healthy Weight
20,Male,111.0,1.94,170,156,50,1.02,875.0,Cardio,27.6,3.3,4,2,29.49,120,3.2352941176470584,857.843137254902,Overweight
40,Female,52.6,1.66,198,120,71,1.27,762.0,Strength,32.9,1.7,3,2,19.09,127,1.3385826771653542,600.0,Healthy Weight
54,Male,116.4,2.0,184,123,65,1.13,688.0,Yoga,26.2,3.1,3,1,29.1,119,2.7433628318584073,608.849557522124,Overweight
54,Female,75.6,1.61,180,155,52,1.41,983.0,Yoga,34.9,2.5,4,2,29.17,128,1.773049645390071,697.1631205673759,Overweight
27,Male,61.6,1.8,169,144,72,1.48,1172.0,Yoga,26.4,3.1,2,1,19.01,97,2.0945945945945947,791.8918918918919,Healthy Weight
27,Male,108.0,1.8,174,122,70,1.38,926.0,Cardio,28.6,2.5,4,2,33.33,104,1.8115942028985508,671.0144927536232,Obesity
36,Female,59.3,1.75,178,128,58,0.99,634.0,Strength,34.5,2.3,3,1,19.36,120,2.323232323232323,640.4040404040404,Healthy Weight
34,Male,75.7,1.94,181,141,72,1.18,915.0,Strength,29.3,2.4,4,2,20.11,109,2.0338983050847457,775.4237288135594,Healthy Weight
38,Female,56.3,1.6,180,142,53,1.21,859.0,Yoga,28.8,1.9,4,2,21.99,127,1.5702479338842974,709.9173553719008,Healthy Weight
31,Female,58.2,1.73,191,131,70,1.17,766.0,Yoga,25.8,1.8,3,2,19.45,121,1.5384615384615385,654.7008547008547,Healthy Weight
26,Male,55.7,1.68,182,129,54,1.13,802.0,Yoga,21.7,2.9,3,1,19.73,128,2.566371681415929,709.7345132743363,Healthy Weight
18,Male,125.9,1.67,172,153,60,1.46,1229.0,Yoga,20.6,2.2,3,2,45.14,112,1.5068493150684934,841.7808219178082,Obesity
30,Female,62.7,1.67,164,162,70,1.02,826.0,HIIT,26.1,2.6,4,2,22.48,94,2.549019607843137,809.8039215686274,Healthy Weight
21,Male,86.6,1.86,163,129,58,1.37,972.0,HIIT,21.8,2.6,3,2,25.03,105,1.897810218978102,709.4890510948904,Overweight
18,Male,64.5,1.82,187,149,52,1.2,983.0,HIIT,23.4,2.4,3,2,19.47,135,2.0,819.1666666666667,Healthy Weight
57,Male,76.6,1.86,173,141,55,1.14,796.0,Yoga,25.4,2.8,4,2,22.14,118,2.456140350877193,698.2456140350878,Healthy Weight
49,Male,81.4,1.83,167,125,73,1.98,1225.0,Yoga,13.6,3.5,5,3,24.31,94,1.7676767676767677,618.6868686868687,Healthy Weight
51,Male,60.7,1.71,168,169,60,1.14,954.0,Strength,22.1,2.5,2,1,20.76,108,2.192982456140351,836.8421052631579,Healthy Weight
45,Female,57.2,1.55,194,121,58,1.67,909.0,Cardio,18.4,2.7,5,3,23.81,136,1.6167664670658684,544.311377245509,Healthy Weight
48,Female,73.0,1.59,196,149,64,1.19,798.0,Strength,32.0,2.1,3,2,28.88,132,1.7647058823529413,670.5882352941177,Overweight
25,Male,123.8,1.99,180,121,72,1.13,752.0,HIIT,25.6,2.6,3,1,31.26,108,2.300884955752213,665.4867256637169,Obesity
56,Male,93.6,1.66,177,151,52,1.37,1024.0,Strength,29.0,2.2,2,1,33.97,125,1.6058394160583942,747.4452554744526,Obesity
43,Male,76.8,1.92,192,161,50,1.24,988.0,Yoga,21.1,2.5,3,1,20.83,142,2.0161290322580645,796.7741935483871,Healthy Weight
51,Female,54.7,1.53,167,135,69,1.11,674.0,HIIT,26.8,2.0,4,2,23.37,98,1.8018018018018016,607.2072072072071,Healthy Weight
20,Male,92.3,1.94,176,131,71,1.14,821.0,HIIT,24.3,2.1,3,2,24.52,105,1.842105263157895,720.1754385964913,Healthy Weight
29,Female,71.8,1.55,190,120,68,1.2,720.0,Cardio,26.3,2.4,4,2,29.89,122,2.0,600.0,Overweight
18,Female,66.9,1.57,193,127,63,1.07,679.0,Cardio,30.7,2.2,3,2,27.14,130,2.0560747663551404,634.5794392523364,Overweight
22,Female,48.7,1.76,165,167,66,1.37,1144.0,HIIT,29.0,2.2,4,2,15.72,99,1.6058394160583942,835.0364963503649,Underweight
47,Male,66.2,1.71,181,169,71,1.42,1188.0,HIIT,22.8,2.9,3,1,22.64,110,2.0422535211267605,836.6197183098592,Healthy Weight
47,Female,40.0,1.76,173,132,63,0.8,475.0,Strength,26.7,2.2,3,1,12.91,110,2.75,593.75,Underweight
34,Male,112.4,1.85,162,134,66,1.18,870.0,HIIT,23.4,3.6,4,2,32.84,96,3.050847457627119,737.2881355932204,Obesity
40,Female,70.0,1.55,171,163,74,0.85,693.0,Yoga,31.1,1.5,3,1,29.14,97,1.7647058823529411,815.2941176470589,Overweight
32,Male,84.0,1.74,195,127,63,1.45,1013.0,Strength,25.8,2.1,3,1,27.74,132,1.4482758620689655,698.6206896551724,Overweight
54,Female,43.8,1.65,171,129,61,1.29,749.0,Yoga,26.6,1.7,4,2,16.09,110,1.317829457364341,580.6201550387597,Underweight
38,Male,123.3,1.62,161,165,65,1.34,1216.0,Yoga,21.2,2.3,4,2,46.98,96,1.716417910447761,907.4626865671642,Obesity
31,Female,57.9,1.56,161,124,50,1.8,1116.0,Yoga,15.1,2.7,5,3,23.79,111,1.5,620.0,Healthy Weight
19,Male,82.4,1.96,174,169,62,1.9,1766.0,HIIT,10.1,3.5,5,3,21.45,112,1.842105263157895,929.4736842105264,Healthy Weight
28,Male,84.8,1.79,182,138,55,1.35,1025.0,Cardio,28.8,2.3,4,2,26.47,127,1.7037037037037035,759.2592592592592,Overweight
56,Male,109.6,1.66,188,166,66,1.29,1060.0,Cardio,20.5,3.1,3,2,39.77,122,2.4031007751937983,821.7054263565891,Obesity
55,Male,86.4,1.77,176,157,61,1.0,777.0,Yoga,27.3,2.8,3,2,27.58,115,2.8,777.0,Overweight
51,Female,63.9,1.8,191,130,72,1.07,626.0,HIIT,33.7,2.7,4,2,19.72,119,2.5233644859813085,585.0467289719626,Healthy Weight
55,Female,70.8,1.62,166,162,68,0.54,394.0,Strength,26.0,1.8,3,1,26.98,98,3.333333333333333,729.6296296296296,Overweight
51,Male,115.3,1.67,189,139,55,1.38,950.0,Yoga,24.4,2.5,3,2,41.34,134,1.8115942028985508,688.4057971014494,Obesity
35,Female,55.3,1.56,187,139,56,1.71,1188.0,Strength,19.8,2.7,5,3,22.72,131,1.5789473684210529,694.7368421052631,Healthy Weight
47,Male,73.9,1.8,173,140,50,1.36,942.0,Strength,28.3,3.7,3,1,22.81,123,2.7205882352941178,692.6470588235294,Healthy Weight
32,Male,97.3,1.96,189,137,50,1.36,1025.0,HIIT,24.9,3.4,3,2,25.33,139,2.4999999999999996,753.6764705882352,Overweight
44,Female,60.4,1.65,176,169,54,1.27,966.0,HIIT,32.6,2.1,4,2,22.19,122,1.6535433070866141,760.6299212598425,Healthy Weight
51,Male,49.3,1.61,191,129,55,1.36,868.0,Cardio,28.3,2.9,2,1,19.02,136,2.1323529411764706,638.235294117647,Healthy Weight
55,Male,91.8,1.78,165,153,65,1.44,1091.0,Cardio,23.5,3.4,3,1,28.97,100,2.361111111111111,757.6388888888889,Overweight
50,Female,73.6,1.55,183,145,74,0.89,581.0,HIIT,33.9,2.1,3,1,30.63,109,2.359550561797753,652.8089887640449,Obesity
41,Male,47.1,1.78,165,149,65,1.26,929.0,Yoga,24.7,2.4,3,1,14.87,100,1.9047619047619047,737.3015873015873,Underweight
32,Male,65.2,1.62,186,128,63,0.58,408.0,Cardio,25.3,3.4,2,1,24.84,123,5.862068965517242,703.4482758620691,Healthy Weight
47,Male,87.2,1.64,177,165,50,2.0,1634.0,Strength,15.0,3.5,4,3,32.42,127,1.75,817.0,Obesity
59,Male,96.7,1.71,183,150,62,0.57,423.0,Yoga,28.4,2.9,3,1,33.07,121,5.087719298245615,742.1052631578948,Obesity
34,Female,46.9,1.61,196,161,69,1.02,821.0,Strength,28.6,1.7,3,2,18.09,127,1.6666666666666665,804.9019607843137,Underweight
22,Female,72.1,1.62,183,123,59,1.38,849.0,HIIT,25.1,2.1,3,1,27.47,124,1.5217391304347827,615.2173913043479,Overweight
46,Female,62.5,1.54,197,125,73,1.61,906.0,Strength,18.1,2.7,4,3,26.35,124,1.6770186335403727,562.7329192546583,Overweight
21,Male,110.7,1.69,193,133,59,1.06,775.0,Yoga,27.0,2.7,3,1,38.76,134,2.547169811320755,731.132075471698,Obesity
27,Male,102.6,1.83,199,123,58,1.41,954.0,HIIT,26.5,3.5,3,2,30.64,141,2.4822695035460995,676.5957446808511,Obesity
34,Female,64.3,1.62,174,145,62,1.76,1276.0,Yoga,19.8,2.7,5,3,24.5,112,1.5340909090909092,725.0,Healthy Weight
27,Male,80.7,1.61,170,166,52,1.75,1598.0,Strength,14.3,3.5,4,3,31.13,118,2.0,913.1428571428571,Obesity
34,Male,115.3,1.81,181,167,67,1.36,1249.0,Yoga,24.5,2.2,2,1,35.19,114,1.6176470588235294,918.3823529411764,Obesity
37,Male,87.8,1.69,183,158,69,1.81,1573.0,HIIT,10.3,3.5,5,3,30.74,114,1.9337016574585635,869.060773480663,Obesity
41,Male,74.3,1.61,160,136,51,1.06,714.0,Strength,24.8,3.5,4,2,28.66,109,3.30188679245283,673.5849056603773,Overweight
22,Female,78.5,1.7,177,138,66,1.36,938.0,Strength,31.9,2.1,4,2,27.16,111,1.5441176470588236,689.7058823529411,Overweight
51,Female,77.3,1.58,171,168,68,0.97,733.0,Cardio,31.1,2.0,2,1,30.96,103,2.061855670103093,755.6701030927835,Obesity
23,Female,64.5,1.7,187,125,72,0.51,319.0,Cardio,30.4,1.7,2,1,22.32,115,3.333333333333333,625.4901960784314,Healthy Weight
19,Male,72.0,1.94,199,148,62,1.17,952.0,Yoga,24.7,3.2,3,2,19.13,137,2.7350427350427355,813.6752136752137,Healthy Weight
30,Female,77.9,1.77,166,130,62,1.41,916.0,Cardio,27.9,2.6,4,2,24.87,104,1.843971631205674,649.6453900709221,Healthy Weight
28,Female,69.6,1.58,182,135,50,1.49,1006.0,Cardio,27.8,2.0,3,2,27.88,132,1.342281879194631,675.1677852348994,Overweight
40,Male,68.9,1.99,180,149,51,1.16,951.0,Cardio,25.0,2.4,4,2,17.4,129,2.0689655172413794,819.8275862068966,Underweight
33,Male,45.9,1.89,193,144,50,1.45,1148.0,Cardio,21.6,2.9,3,2,12.85,143,2.0,791.7241379310345,Underweight
48,Female,68.2,1.69,170,159,73,0.75,537.0,HIIT,28.4,2.5,3,1,23.88,97,3.3333333333333335,716.0,Healthy Weight
28,Female,79.6,1.59,181,130,54,1.49,968.0,HIIT,28.2,1.5,3,2,31.49,127,1.0067114093959733,649.6644295302013,Obesity
33,Female,53.6,1.52,194,126,73,1.02,643.0,Cardio,30.9,2.3,2,1,23.2,121,2.2549019607843137,630.3921568627451,Healthy Weight
25,Female,57.7,1.58,188,145,52,1.36,986.0,Yoga,25.7,2.2,3,2,23.11,136,1.6176470588235294,725.0,Healthy Weight
21,Male,74.2,1.93,187,141,56,1.32,1024.0,HIIT,28.3,2.5,3,2,19.92,131,1.8939393939393938,775.7575757575758,Healthy Weight
57,Female,64.4,1.56,177,144,73,1.52,985.0,Cardio,17.8,2.7,5,3,26.46,104,1.7763157894736843,648.0263157894736,Overweight
21,Female,54.9,1.78,173,138,71,0.55,380.0,HIIT,31.7,2.0,2,1,17.33,102,3.6363636363636362,690.9090909090909,Underweight
42,Male,50.3,1.64,177,150,62,0.63,468.0,Strength,27.0,2.4,3,1,18.7,115,3.8095238095238093,742.8571428571429,Healthy Weight
20,Female,46.5,1.68,187,145,72,0.91,660.0,HIIT,27.9,2.4,2,1,16.48,115,2.6373626373626373,725.2747252747253,Underweight
49,Male,57.8,1.99,183,161,67,0.93,741.0,HIIT,24.7,3.1,3,1,14.6,116,3.333333333333333,796.7741935483871,Underweight
20,Male,83.0,1.8,167,160,73,0.79,695.0,Yoga,29.6,2.9,2,1,25.62,94,3.6708860759493667,879.746835443038,Overweight
44,Male,82.5,1.79,167,155,70,1.51,1159.0,HIIT,13.8,3.5,5,3,25.75,97,2.3178807947019866,767.5496688741722,Overweight
46,Female,66.5,1.73,163,142,56,1.11,709.0,Yoga,34.7,2.0,3,1,22.22,107,1.8018018018018016,638.7387387387387,Healthy Weight
49,Female,70.2,1.67,186,166,50,0.93,695.0,Strength,32.5,1.8,3,1,25.17,136,1.9354838709677418,747.3118279569892,Overweight
36,Male,121.9,1.93,195,132,54,1.49,1082.0,Cardio,21.8,3.4,3,2,32.73,141,2.2818791946308723,726.1744966442953,Obesity
38,Female,70.3,1.52,164,144,66,1.19,857.0,Yoga,25.6,2.0,4,2,30.43,98,1.680672268907563,720.1680672268908,Obesity
22,Female,40.3,1.56,192,121,57,1.45,877.0,HIIT,30.8,2.1,4,2,16.56,135,1.4482758620689655,604.8275862068966,Underweight
